Pair ID,Schedule Type,Order Number,Scene Number,Actors,Equipment,Location,Coordinates,Duration
6,Schedule Plan 2,2,Scene 3,"Jamie Wilson, Taylor Miller","Camera I, Microphone C, Drone B",Affoltern,"(47.4184, 8.5246)",1h
6,Schedule Plan 2,3,Scene 1,"Taylor Moore, River Smith, Sam Brown","Gimbal C, Boom Mic D, Drone H, Gimbal I, Drone F",Oerlikon,"(47.4105, 8.5445)",2h
6,Schedule Plan 2,4,Scene 2,"River Davis, Skyler Jones, Casey Johnson","Drone H, Gimbal F, Drone F",Seebach,"(47.4223, 8.5414)",3h
6,Schedule Plan 2,5,Scene 5,"Casey Williams, Sam Moore","Boom Mic C, Gimbal G, Boom Mic G, Drone B",Schwamendingen,"(47.3972, 8.5567)",1h
7,Schedule Plan 1,1,Scene 1,"Sam Miller, Jordan Wilson, Riley Wilson, Alex Miller","Camera D, Microphone B, Gimbal C",Oerlikon,"(47.4105, 8.5445)",3h
7,Schedule Plan 1,2,Scene 2,"Jamie Brown, Skyler Brown","Drone D, Camera J, Boom Mic C, Microphone I, Boom Mic J",Seebach,"(47.4223, 8.5414)",3h
7,Schedule Plan 1,3,Scene 3,"Morgan Brown, Taylor Wilson","Microphone E, Microphone F",Affoltern,"(47.4184, 8.5246)",1h
7,Schedule Plan 1,4,Scene 4,"Alex Williams, Casey Johnson","Camera H, Microphone H",Wipkingen,"(47.3932, 8.5297)",3h
7,Schedule Plan 1,5,Scene 5,"Jordan Davis, River Wilson, Riley Johnson","Camera B, Drone C, Drone H",Schwamendingen,"(47.3972, 8.5567)",3h
7,Schedule Plan 2,1,Scene 5,"Jordan Davis, River Wilson, Riley Johnson","Camera B, Drone C, Drone H",Schwamendingen,"(47.3972, 8.5567)",3h
7,Schedule Plan 2,2,Scene 2,"Jamie Brown, Skyler Brown","Drone D, Camera J, Boom Mic C, Microphone I, Boom Mic J",Seebach,"(47.4223, 8.5414)",3h
7,Schedule Plan 2,3,Scene 3,"Morgan Brown, Taylor Wilson","Microphone E, Microphone F",Affoltern,"(47.4184, 8.5246)",1h
7,Schedule Plan 2,4,Scene 4,"Alex Williams, Casey Johnson","Camera H, Microphone H",Wipkingen,"(47.3932, 8.5297)",3h
7,Schedule Plan 2,5,Scene 1,"Sam Miller, Jordan Wilson, Riley Wilson, Alex Miller","Camera D, Microphone B, Gimbal C",Oerlikon,"(47.4105, 8.5445)",3h
8,Schedule Plan 1,1,Scene 1,"Riley Brown, Alex Moore","Drone F, Microphone H, Drone A, Boom Mic G, Microphone H",Oerlikon,"(47.4105, 8.5445)",2h
8,Schedule Plan 1,2,Scene 2,"Morgan Davis, Casey Jones","Camera C, Microphone E",Seebach,"(47.4223, 8.5414)",3h
8,Schedule Plan 1,3,Scene 3,"Casey Wilson, Skyler Brown, Taylor Jones, River Johnson","Gimbal C, Gimbal A, Drone B",Affoltern,"(47.4184, 8.5246)",2h
8,Schedule Plan 1,4,Scene 4,"Jamie Davis, Casey Smith","Drone A, Gimbal F, Gimbal E, Boom Mic H, Gimbal D",Wipkingen,"(47.3932, 8.5297)",1h
8,Schedule Plan 1,5,Scene 5,"Alex Miller, Skyler Taylor","Microphone F, Gimbal D, Gimbal G",Schwamendingen,"(47.3972, 8.5567)",3h
8,Schedule Plan 2,1,Scene 2,"Morgan Davis, Casey Jones","Camera C, Microphone E",Seebach,"(47.4223, 8.5414)",3h
8,Schedule Plan 2,2,Scene 4,"Jamie Davis, Casey Smith","Drone A, Gimbal F, Gimbal E, Boom Mic H, Gimbal D",Wipkingen,"(47.3932, 8.5297)",1h
8,Schedule Plan 2,3,Scene 1,"Riley Brown, Alex Moore","Drone F, Microphone H, Drone A, Boom Mic G, Microphone H",Oerlikon,"(47.4105, 8.5445)",2h
8,Schedule Plan 2,4,Scene 5,"Alex Miller, Skyler Taylor","Microphone F, Gimbal D, Gimbal G",Schwamendingen,"(47.3972, 8.5567)",3h
8,Schedule Plan 2,5,Scene 3,"Casey Wilson, Skyler Brown, Taylor Jones, River Johnson","Gimbal C, Gimbal A, Drone B",Affoltern,"(47.4184, 8.5246)",2h
9,Schedule Plan 1,1,Scene 1,"Alex Wilson, Riley Williams, Jordan Smith, Jamie Jones","Gimbal B, Drone D, Microphone I, Camera G, Boom Mic F",Oerlikon,"(47.4105, 8.5445)",1h
9,Schedule Plan 1,2,Scene 2,"Morgan Miller, Riley Taylor, Alex Taylor","Boom Mic I, Boom Mic H",Seebach,"(47.4223, 8.5414)",1h
9,Schedule Plan 1,3,Scene 3,"Jordan Brown, Skyler Smith","Microphone J, Microphone B",Affoltern,"(47.4184, 8.5246)",1h
9,Schedule Plan 1,4,Scene 4,"Riley Jones, Jordan Brown, Taylor Smith, Skyler Jones","Gimbal I, Boom Mic F, Camera C, Boom Mic F",Wipkingen,"(47.3932, 8.5297)",1h
9,Schedule Plan 1,5,Scene 5,"Taylor Davis, Skyler Wilson","Boom Mic H, Microphone C",Schwamendingen,"(47.3972, 8.5567)",2h
9,Schedule Plan 2,1,Scene 4,"Riley Jones, Jordan Brown, Taylor Smith, Skyler Jones","Gimbal I, Boom Mic F, Camera C, Boom Mic F",Wipkingen,"(47.3932, 8.5297)",1h
9,Schedule Plan 2,2,Scene 1,"Alex Wilson, Riley Williams, Jordan Smith, Jamie Jones","Gimbal B, Drone D, Microphone I, Camera G, Boom Mic F",Oerlikon,"(47.4105, 8.5445)",1h
9,Schedule Plan 2,3,Scene 5,"Taylor Davis, Skyler Wilson","Boom Mic H, Microphone C",Schwamendingen,"(47.3972, 8.5567)",2h
9,Schedule Plan 2,4,Scene 3,"Jordan Brown, Skyler Smith","Microphone J, Microphone B",Affoltern,"(47.4184, 8.5246)",1h
9,Schedule Plan 2,5,Scene 2,"Morgan Miller, Riley Taylor, Alex Taylor","Boom Mic I, Boom Mic H",Seebach,"(47.4223, 8.5414)",1h
10,Schedule Plan 1,1,Scene 1,"Alex Moore, Sam Williams, Casey Johnson","Drone J, Gimbal G",Oerlikon,"(47.4105, 8.5445)",3h
10,Schedule Plan 1,2,Scene 2,"Jordan Taylor, Skyler Williams, Sam Miller, Jamie Davis","Boom Mic H, Microphone B, Boom Mic B, Drone H",Seebach,"(47.4223, 8.5414)",2h
10,Schedule Plan 1,3,Scene 3,"Jamie Taylor, Jamie Wilson, Morgan Moore","Microphone C, Gimbal A, Microphone A",Affoltern,"(47.4184, 8.5246)",1h
10,Schedule Plan 1,4,Scene 4,"River Brown, Jordan Smith","Boom Mic B, Microphone J, Microphone H, Gimbal D",Wipkingen,"(47.3932, 8.5297)",3h
10,Schedule Plan 1,5,Scene 5,"Jordan Smith, River Wilson","Microphone B, Camera H, Drone I",Schwamendingen,"(47.3972, 8.5567)",1h
10,Schedule Plan 2,1,Scene 1,"Alex Moore, Sam Williams, Casey Johnson","Drone J, Gimbal G",Oerlikon,"(47.4105, 8.5445)",3h
10,Schedule Plan 2,2,Scene 4,"River Brown, Jordan Smith","Boom Mic B, Microphone J, Microphone H, Gimbal D",Wipkingen,"(47.3932, 8.5297)",3h
10,Schedule Plan 2,3,Scene 2,"Jordan Taylor, Skyler Williams, Sam Miller, Jamie Davis","Boom Mic H, Microphone B, Boom Mic B, Drone H",Seebach,"(47.4223, 8.5414)",2h
10,Schedule Plan 2,4,Scene 3,"Jamie Taylor, Jamie Wilson, Morgan Moore","Microphone C, Gimbal A, Microphone A",Affoltern,"(47.4184, 8.5246)",1h
10,Schedule Plan 2,5,Scene 5,"Jordan Smith, River Wilson","Microphone B, Camera H, Drone I",Schwamendingen,"(47.3972, 8.5567)",1h
1,Schedule Plan 1,1,Scene 1,"Taylor Miller, Alex Taylor","Camera G, Microphone E, Drone H",Zürich,"(47.3769, 8.5417)",1h
1,Schedule Plan 1,2,Scene 2,"Morgan Brown, Jamie Johnson","Microphone I, Camera C, Camera J",Zürich Enge,"(47.3657, 8.5333)",2h
1,Schedule Plan 1,3,Scene 3,"Taylor Moore, Skyler Jones","Boom Mic J, Gimbal B",Zürich Hardbrücke,"(47.385, 8.5172)",1h
1,Schedule Plan 2,1,Scene 1,"Taylor Miller, Alex Taylor","Camera G, Microphone E, Drone H",Zürich,"(47.3769, 8.5417)",1h
1,Schedule Plan 2,2,Scene 2,"Morgan Brown, Jamie Johnson","Microphone I, Camera C, Camera J",Schlieren,"(47.3962, 8.4515)",2h
1,Schedule Plan 2,3,Scene 3,"Taylor Moore, Skyler Jones","Boom Mic J, Gimbal B",Winterthur,"(47.4988, 8.7237)",2h
2,Schedule Plan 1,1,Scene 1,"River Taylor, Casey Moore","Drone D, Microphone I",Oerlikon,"(47.4105, 8.5445)",2h
2,Schedule Plan 1,2,Scene 2,"Jamie Wilson, Alex Brown","Gimbal C, Camera C",Glattpark,"(47.4246, 8.5598)",1h
2,Schedule Plan 1,3,Scene 3,"Morgan Davis, Jamie Williams","Camera A, Boom Mic I",Wallisellen,"(47.4142, 8.595)",2h
2,Schedule Plan 2,1,Scene 1,"River Taylor, Casey Moore","Drone D, Microphone I",Oerlikon,"(47.4105, 8.5445)",2h
2,Schedule Plan 2,2,Scene 2,"Jamie Wilson, Alex Brown","Gimbal C, Camera C",Wetzikon,"(47.3261, 8.7975)",3h
2,Schedule Plan 2,3,Scene 3,"Morgan Davis, Jamie Williams","Camera A, Boom Mic I",Winterthur,"(47.4988, 8.7237)",2h
3,Schedule Plan 1,1,Scene 1,"Sam Miller, Casey Smith","Camera J, Microphone A",Schlieren,"(47.3962, 8.4515)",1h
3,Schedule Plan 1,2,Scene 2,"Skyler Johnson, Casey Johnson","Drone H, Microphone H",Altstetten,"(47.3914, 8.4886)",2h
3,Schedule Plan 1,3,Scene 3,"River Smith, Skyler Moore","Microphone E, Boom Mic H",Zürich Hardbrücke,"(47.385, 8.5172)",1h
3,Schedule Plan 2,1,Scene 1,"Sam Miller, Casey Smith","Camera J, Microphone A",Schlieren,"(47.3962, 8.4515)",1h
3,Schedule Plan 2,2,Scene 2,"Skyler Johnson, Casey Johnson","Drone H, Microphone H",Winterthur,"(47.4988, 8.7237)",2h
3,Schedule Plan 2,3,Scene 3,"River Smith, Skyler Moore","Microphone E, Boom Mic H",Zürich Flughafen,"(47.4504, 8.561)",3h
4,Schedule Plan 1,1,Scene 1,"Alex Brown, River Miller","Microphone I, Gimbal A",Oerlikon,"(47.4105, 8.5445)",1h
4,Schedule Plan 1,2,Scene 2,"Alex Johnson, Alex Johnson","Microphone E, Camera C",Seebach,"(47.4223, 8.5414)",1h
4,Schedule Plan 1,3,Scene 3,"Jordan Smith, Morgan Jones","Gimbal H, Boom Mic B",Affoltern,"(47.4184, 8.5246)",2h
4,Schedule Plan 2,1,Scene 1,"Alex Brown, River Miller","Microphone I, Gimbal A",Oerlikon,"(47.4105, 8.5445)",1h
4,Schedule Plan 2,2,Scene 2,"Alex Johnson, Alex Johnson","Microphone E, Camera C",Winterthur,"(47.4988, 8.7237)",2h
4,Schedule Plan 2,3,Scene 3,"Jordan Smith, Morgan Jones","Gimbal H, Boom Mic B",Zürich Flughafen,"(47.4504, 8.561)",3h
5,Schedule Plan 1,1,Scene 1,"Casey Johnson, Jordan Davis","Boom Mic B, Drone I",Oerlikon,"(47.4105, 8.5445)",1h
5,Schedule Plan 1,2,Scene 2,"Alex Miller, Jordan Davis","Microphone D, Boom Mic I",Seebach,"(47.4223, 8.5414)",2h
5,Schedule Plan 1,3,Scene 3,"Skyler Brown, Sam Wilson","Microphone E, Camera D",Affoltern,"(47.4184, 8.5246)",2h
5,Schedule Plan 2,1,Scene 1,"Casey Johnson, Jordan Davis","Boom Mic B, Drone I",Oerlikon,"(47.4105, 8.5445)",1h
5,Schedule Plan 2,2,Scene 2,"Alex Miller, Jordan Davis","Microphone D, Boom Mic I",Wetzikon,"(47.3261, 8.7975)",3h
5,Schedule Plan 2,3,Scene 3,"Skyler Brown, Sam Wilson","Microphone E, Camera D",Winterthur,"(47.4988, 8.7237)",2h
6,Schedule Plan 1,1,Scene 1,"Jamie Brown, Jordan Moore","Drone B, Boom Mic B",Oerlikon,"(47.4105, 8.5445)",1h
6,Schedule Plan 1,2,Scene 2,"Sam Smith, Riley Taylor","Drone G, Gimbal F",Seebach,"(47.4223, 8.5414)",2h
6,Schedule Plan 1,3,Scene 3,"Jordan Taylor, Casey Wilson","Boom Mic D, Camera A",Affoltern,"(47.4184, 8.5246)",1h
6,Schedule Plan 2,1,Scene 1,"Jamie Brown, Jordan Moore","Drone B, Boom Mic B",Oerlikon,"(47.4105, 8.5445)",1h
6,Schedule Plan 2,2,Scene 2,"Sam Smith, Riley Taylor","Drone G, Gimbal F",Winterthur,"(47.4988, 8.7237)",2h
6,Schedule Plan 2,3,Scene 3,"Jordan Taylor, Casey Wilson","Boom Mic D, Camera A",Zürich Flughafen,"(47.4504, 8.561)",3h
7,Schedule Plan 1,1,Scene 1,"Alex Davis, Jamie Williams","Microphone C, Gimbal A",Oerlikon,"(47.4105, 8.5445)",1h
7,Schedule Plan 1,2,Scene 2,"Alex Moore, Jamie Smith","Drone D, Gimbal I",Seebach,"(47.4223, 8.5414)",2h
7,Schedule Plan 1,3,Scene 3,"Skyler Jones, River Jones","Gimbal D, Boom Mic F",Affoltern,"(47.4184, 8.5246)",1h
7,Schedule Plan 2,1,Scene 1,"Alex Davis, Jamie Williams","Microphone C, Gimbal A",Oerlikon,"(47.4105, 8.5445)",1h
7,Schedule Plan 2,2,Scene 2,"Alex Moore, Jamie Smith","Drone D, Gimbal I",Winterthur,"(47.4988, 8.7237)",2h
7,Schedule Plan 2,3,Scene 3,"Skyler Jones, River Jones","Gimbal D, Boom Mic F",Zürich Flughafen,"(47.4504, 8.561)",3h
8,Schedule Plan 1,1,Scene 1,"Riley Wilson, Taylor Taylor","Gimbal G, Microphone F",Oerlikon,"(47.4105, 8.5445)",1h
8,Schedule Plan 1,2,Scene 2,"Jordan Brown, Jordan Miller","Microphone C, Camera D",Seebach,"(47.4223, 8.5414)",2h
8,Schedule Plan 1,3,Scene 3,"Taylor Davis, Jamie Wilson","Gimbal H, Boom Mic D",Affoltern,"(47.4184, 8.5246)",1h
8,Schedule Plan 2,1,Scene 1,"Riley Wilson, Taylor Taylor","Gimbal G, Microphone F",Oerlikon,"(47.4105, 8.5445)",1h
8,Schedule Plan 2,2,Scene 2,"Jordan Brown, Jordan Miller","Microphone C, Camera D",Winterthur,"(47.4988, 8.7237)",2h
8,Schedule Plan 2,3,Scene 3,"Taylor Davis, Jamie Wilson","Gimbal H, Boom Mic D",Zürich Flughafen,"(47.4504, 8.561)",3h
9,Schedule Plan 1,1,Scene 1,"Taylor Moore, River Smith","Gimbal C, Boom Mic D",Oerlikon,"(47.4105, 8.5445)",1h
9,Schedule Plan 1,2,Scene 2,"River Davis, Casey Johnson","Drone H, Gimbal F",Seebach,"(47.4223, 8.5414)",2h
9,Schedule Plan 1,3,Scene 3,"Jamie Wilson, Taylor Miller","Camera I, Microphone C",Affoltern,"(47.4184, 8.5246)",1h
9,Schedule Plan 2,1,Scene 1,"Taylor Moore, River Smith","Gimbal C, Boom Mic D",Oerlikon,"(47.4105, 8.5445)",1h
9,Schedule Plan 2,2,Scene 2,"River Davis, Casey Johnson","Drone H, Gimbal F",Winterthur,"(47.4988, 8.7237)",2h
9,Schedule Plan 2,3,Scene 3,"Jamie Wilson, Taylor Miller","Camera I, Microphone C",Zürich Flughafen,"(47.4504, 8.561)",3h
10,Schedule Plan 1,1,Scene 1,"Sam Miller, Alex Miller","Camera D, Microphone B",Oerlikon,"(47.4105, 8.5445)",1h
10,Schedule Plan 1,2,Scene 2,"Jamie Brown, Skyler Brown","Drone D, Boom Mic C",Seebach,"(47.4223, 8.5414)",2h
10,Schedule Plan 1,3,Scene 3,"Morgan Brown, Taylor Wilson","Microphone E, Microphone F",Affoltern,"(47.4184, 8.5246)",1h
10,Schedule Plan 2,1,Scene 1,"Sam Miller, Alex Miller","Camera D, Microphone B",Oerlikon,"(47.4105, 8.5445)",1h
10,Schedule Plan 2,2,Scene 2,"Jamie Brown, Skyler Brown","Drone D, Boom Mic C",Winterthur,"(47.4988, 8.7237)",2h
10,Schedule Plan 2,3,Scene 3,"Morgan Brown, Taylor Wilson","Microphone E, Microphone F",Zürich Flughafen,"(47.4504, 8.561)",3h
11,Schedule Plan 1,1,Scene 1,"Riley Brown, Alex Moore","Drone F, Microphone H",Oerlikon,"(47.4105, 8.5445)",1h
11,Schedule Plan 1,2,Scene 2,"Morgan Davis, Casey Jones","Camera C, Microphone E",Seebach,"(47.4223, 8.5414)",2h
11,Schedule Plan 1,3,Scene 3,"Casey Wilson, Skyler Brown","Gimbal C, Drone B",Affoltern,"(47.4184, 8.5246)",1h
11,Schedule Plan 2,1,Scene 1,"Riley Brown, Alex Moore","Drone F, Microphone H",Oerlikon,"(47.4105, 8.5445)",1h
11,Schedule Plan 2,2,Scene 2,"Morgan Davis, Casey Jones","Camera C, Microphone E",Winterthur,"(47.4988, 8.7237)",2h
11,Schedule Plan 2,3,Scene 3,"Casey Wilson, Skyler Brown","Gimbal C, Drone B",Zürich Flughafen,"(47.4504, 8.561)",3h
12,Schedule Plan 1,1,Scene 1,"Alex Wilson, Riley Williams","Gimbal B, Drone D",Oerlikon,"(47.4105, 8.5445)",1h
12,Schedule Plan 1,2,Scene 2,"Morgan Miller, Riley Taylor","Boom Mic I, Boom Mic H",Seebach,"(47.4223, 8.5414)",2h
12,Schedule Plan 1,3,Scene 3,"Jordan Brown, Skyler Smith","Microphone J, Microphone B",Affoltern,"(47.4184, 8.5246)",1h
12,Schedule Plan 2,1,Scene 1,"Alex Wilson, Riley Williams","Gimbal B, Drone D",Oerlikon,"(47.4105, 8.5445)",1h
12,Schedule Plan 2,2,Scene 2,"Morgan Miller, Riley Taylor","Boom Mic I, Boom Mic H",Winterthur,"(47.4988, 8.7237)",2h
12,Schedule Plan 2,3,Scene 3,"Jordan Brown, Skyler Smith","Microphone J, Microphone B",Zürich Flughafen,"(47.4504, 8.561)",3h
13,Schedule Plan 1,1,Scene 1,"Alex Moore, Sam Williams","Drone J, Gimbal G",Oerlikon,"(47.4105, 8.5445)",1h
13,Schedule Plan 1,2,Scene 2,"Jordan Taylor, Skyler Williams","Boom Mic H, Microphone B",Seebach,"(47.4223, 8.5414)",2h
13,Schedule Plan 1,3,Scene 3,"Jamie Taylor, Morgan Moore","Microphone C, Gimbal A",Affoltern,"(47.4184, 8.5246)",1h
13,Schedule Plan 2,1,Scene 1,"Alex Moore, Sam Williams","Drone J, Gimbal G",Oerlikon,"(47.4105, 8.5445)",1h
13,Schedule Plan 2,2,Scene 2,"Jordan Taylor, Skyler Williams","Boom Mic H, Microphone B",Winterthur,"(47.4988, 8.7237)",2h
13,Schedule Plan 2,3,Scene 3,"Jamie Taylor, Morgan Moore","Microphone C, Gimbal A",Zürich Flughafen,"(47.4504, 8.561)",3h
14,Schedule Plan 1,1,Scene 1,"Casey Johnson, Riley Brown","Boom Mic B, Drone I",Oerlikon,"(47.4105, 8.5445)",1h
14,Schedule Plan 1,2,Scene 2,"Alex Miller, Jordan Davis","Microphone D, Boom Mic I",Seebach,"(47.4223, 8.5414)",2h
14,Schedule Plan 1,3,Scene 3,"Skyler Brown, Sam Wilson","Microphone E, Camera D",Affoltern,"(47.4184, 8.5246)",1h
14,Schedule Plan 2,1,Scene 1,"Casey Johnson, Riley Brown","Boom Mic B, Drone I",Oerlikon,"(47.4105, 8.5445)",1h
14,Schedule Plan 2,2,Scene 2,"Alex Miller, Jordan Davis","Microphone D, Boom Mic I",Winterthur,"(47.4988, 8.7237)",2h
14,Schedule Plan 2,3,Scene 3,"Skyler Brown, Sam Wilson","Microphone E, Camera D",Zürich Flughafen,"(47.4504, 8.561)",3h
15,Schedule Plan 1,1,Scene 1,"Jamie Brown, Jordan Moore","Drone B, Boom Mic B",Oerlikon,"(47.4105, 8.5445)",1h
15,Schedule Plan 1,2,Scene 2,"Sam Smith, Riley Taylor","Drone G, Gimbal F",Seebach,"(47.4223, 8.5414)",2h
15,Schedule Plan 1,3,Scene 3,"Jordan Taylor, Casey Wilson","Boom Mic D, Camera A",Affoltern,"(47.4184, 8.5246)",1h
15,Schedule Plan 2,1,Scene 1,"Jamie Brown, Jordan Moore","Drone B, Boom Mic B",Oerlikon,"(47.4105, 8.5445)",1h
15,Schedule Plan 2,2,Scene 2,"Sam Smith, Riley Taylor","Drone G, Gimbal F",Winterthur,"(47.4988, 8.7237)",2h
15,Schedule Plan 2,3,Scene 3,"Jordan Taylor, Casey Wilson","Boom Mic D, Camera A",Zürich Flughafen,"(47.4504, 8.561)",3h
16,Schedule Plan 1,1,Scene 1,"Alex Davis, Jamie Williams","Microphone C, Gimbal A",Oerlikon,"(47.4105, 8.5445)",1h
16,Schedule Plan 1,2,Scene 2,"Alex Moore, Jamie Smith","Drone D, Gimbal I",Seebach,"(47.4223, 8.5414)",2h
16,Schedule Plan 1,3,Scene 3,"Skyler Jones, River Jones","Gimbal D, Boom Mic F",Affoltern,"(47.4184, 8.5246)",1h
16,Schedule Plan 2,1,Scene 1,"Alex Davis, Jamie Williams","Microphone C, Gimbal A",Oerlikon,"(47.4105, 8.5445)",1h
16,Schedule Plan 2,2,Scene 2,"Alex Moore, Jamie Smith","Drone D, Gimbal I",Winterthur,"(47.4988, 8.7237)",2h
16,Schedule Plan 2,3,Scene 3,"Skyler Jones, River Jones","Gimbal D, Boom Mic F",Zürich Flughafen,"(47.4504, 8.561)",3h
17,Schedule Plan 1,1,Scene 1,"Riley Wilson, Taylor Taylor","Gimbal G, Microphone F",Oerlikon,"(47.4105, 8.5445)",1h
17,Schedule Plan 1,2,Scene 2,"Jordan Brown, Jordan Miller","Microphone C, Camera D",Seebach,"(47.4223, 8.5414)",2h
17,Schedule Plan 1,3,Scene 3,"Taylor Davis, Jamie Wilson","Gimbal H, Boom Mic D",Affoltern,"(47.4184, 8.5246)",1h
17,Schedule Plan 2,1,Scene 1,"Riley Wilson, Taylor Taylor","Gimbal G, Microphone F",Oerlikon,"(47.4105, 8.5445)",1h
17,Schedule Plan 2,2,Scene 2,"Jordan Brown, Jordan Miller","Microphone C, Camera D",Winterthur,"(47.4988, 8.7237)",2h
17,Schedule Plan 2,3,Scene 3,"Taylor Davis, Jamie Wilson","Gimbal H, Boom Mic D",Zürich Flughafen,"(47.4504, 8.561)",3h
18,Schedule Plan 1,1,Scene 1,"Taylor Moore, River Smith","Gimbal C, Boom Mic D",Oerlikon,"(47.4105, 8.5445)",1h
18,Schedule Plan 1,2,Scene 2,"River Davis, Casey Johnson","Drone H, Gimbal F",Seebach,"(47.4223, 8.5414)",2h
18,Schedule Plan 1,3,Scene 3,"Jamie Wilson, Taylor Miller","Camera I, Microphone C",Affoltern,"(47.4184, 8.5246)",1h
18,Schedule Plan 2,1,Scene 1,"Taylor Moore, River Smith","Gimbal C, Boom Mic D",Oerlikon,"(47.4105, 8.5445)",1h
18,Schedule Plan 2,2,Scene 2,"River Davis, Casey Johnson","Drone H, Gimbal F",Winterthur,"(47.4988, 8.7237)",2h
18,Schedule Plan 2,3,Scene 3,"Jamie Wilson, Taylor Miller","Camera I, Microphone C",Zürich Flughafen,"(47.4504, 8.561)",3h
19,Schedule Plan 1,1,Scene 1,"Sam Miller, Alex Miller","Camera D, Microphone B",Oerlikon,"(47.4105, 8.5445)",1h
19,Schedule Plan 1,2,Scene 2,"Jamie Brown, Skyler Brown","Drone D, Boom Mic C",Seebach,"(47.4223, 8.5414)",2h
19,Schedule Plan 1,3,Scene 3,"Morgan Brown, Taylor Wilson","Microphone E, Microphone F",Affoltern,"(47.4184, 8.5246)",1h
19,Schedule Plan 2,1,Scene 1,"Sam Miller, Alex Miller","Camera D, Microphone B",Oerlikon,"(47.4105, 8.5445)",1h
19,Schedule Plan 2,2,Scene 2,"Jamie Brown, Skyler Brown","Drone D, Boom Mic C",Winterthur,"(47.4988, 8.7237)",2h
19,Schedule Plan 2,3,Scene 3,"Morgan Brown, Taylor Wilson","Microphone E, Microphone F",Zürich Flughafen,"(47.4504, 8.561)",3h
20,Schedule Plan 1,1,Scene 1,"Riley Brown, Alex Moore","Drone F, Microphone H",Oerlikon,"(47.4105, 8.5445)",1h
20,Schedule Plan 1,2,Scene 2,"Morgan Davis, Casey Jones","Camera C, Microphone E",Seebach,"(47.4223, 8.5414)",2h
20,Schedule Plan 1,3,Scene 3,"Casey Wilson, Skyler Brown","Gimbal C, Drone B",Affoltern,"(47.4184, 8.5246)",1h
20,Schedule Plan 2,1,Scene 1,"Riley Brown, Alex Moore","Drone F, Microphone H",Oerlikon,"(47.4105, 8.5445)",1h
20,Schedule Plan 2,2,Scene 2,"Morgan Davis, Casey Jones","Camera C, Microphone E",Winterthur,"(47.4988, 8.7237)",2h
20,Schedule Plan 2,3,Scene 3,"Casey Wilson, Skyler Brown","Gimbal C, Drone B",Zürich Flughafen,"(47.4504, 8.561)",3h
21,Schedule Plan 1,1,Scene 1,"Alex Wilson, Riley Williams","Gimbal B, Drone D",Oerlikon,"(47.4105, 8.5445)",1h
21,Schedule Plan 1,2,Scene 2,"Morgan Miller, Riley Taylor","Boom Mic I, Boom Mic H",Seebach,"(47.4223, 8.5414)",2h
21,Schedule Plan 1,3,Scene 3,"Jordan Brown, Skyler Smith","Microphone J, Microphone B",Affoltern,"(47.4184, 8.5246)",1h
21,Schedule Plan 2,1,Scene 1,"Alex Wilson, Riley Williams","Gimbal B, Drone D",Oerlikon,"(47.4105, 8.5445)",1h
21,Schedule Plan 2,2,Scene 2,"Morgan Miller, Riley Taylor","Boom Mic I, Boom Mic H",Winterthur,"(47.4988, 8.7237)",2h
21,Schedule Plan 2,3,Scene 3,"Jordan Brown, Skyler Smith","Microphone J, Microphone B",Zürich Flughafen,"(47.4504, 8.561)",3h
22,Schedule Plan 1,1,Scene 1,"Alex Moore, Sam Williams","Drone J, Gimbal G",Oerlikon,"(47.4105, 8.5445)",1h
22,Schedule Plan 1,2,Scene 2,"Jordan Taylor, Skyler Williams","Boom Mic H, Microphone B",Seebach,"(47.4223, 8.5414)",2h
22,Schedule Plan 1,3,Scene 3,"Jamie Taylor, Morgan Moore","Microphone C, Gimbal A",Affoltern,"(47.4184, 8.5246)",1h
22,Schedule Plan 2,1,Scene 1,"Alex Moore, Sam Williams","Drone J, Gimbal G",Oerlikon,"(47.4105, 8.5445)",1h
22,Schedule Plan 2,2,Scene 2,"Jordan Taylor, Skyler Williams","Boom Mic H, Microphone B",Winterthur,"(47.4988, 8.7237)",2h
22,Schedule Plan 2,3,Scene 3,"Jamie Taylor, Morgan Moore","Microphone C, Gimbal A",Zürich Flughafen,"(47.4504, 8.561)",3h
23,Schedule Plan 1,1,Scene 1,"Casey Johnson, Riley Brown","Boom Mic B, Drone I",Oerlikon,"(47.4105, 8.5445)",1h
23,Schedule Plan 1,2,Scene 2,"Alex Miller, Jordan Davis","Microphone D, Boom Mic I",Seebach,"(47.4223, 8.5414)",2h
23,Schedule Plan 1,3,Scene 3,"Skyler Brown, Sam Wilson","Microphone E, Camera D",Affoltern,"(47.4184, 8.5246)",1h
23,Schedule Plan 2,1,Scene 1,"Casey Johnson, Riley Brown","Boom Mic B, Drone I",Oerlikon,"(47.4105, 8.5445)",1h
23,Schedule Plan 2,2,Scene 2,"Alex Miller, Jordan Davis","Microphone D, Boom Mic I",Winterthur,"(47.4988, 8.7237)",2h
23,Schedule Plan 2,3,Scene 3,"Skyler Brown, Sam Wilson","Microphone E, Camera D",Zürich Flughafen,"(47.4504, 8.561)",3h
24,Schedule Plan 1,1,Scene 1,"Jamie Brown, Jordan Moore","Drone B, Boom Mic B",Oerlikon,"(47.4105, 8.5445)",1h
